Course Code,Course Title,Historical Consciousness,Aesthetic Exploration,Philosophical Inquiry and Life’s Meanings,Social Inquiry II,Social Inquiry I,Scientific Inquiry II,Scientific Inquiry I,Quantitative Reasoning II,Quantitative Reasoning I,Ethical Reasoning,Global Citizenship and Intercultural Literacy,The Individual in Community,Digital/Multimedia Expression,Oral and/or Signed Communication,Writing-Intensive Course,"Writing, Research, and Inquiry",First-Year Writing Seminar,Creativity / Innovation,Teamwork / Collaboration,Research and Information Literacy,Critical Thinking
CAS CG 111,Beginning Modern Greek 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS CG 111S,Beginning Modern Greek 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS CG 112,Beginning Modern Greek 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS CG 112S,BEG MOD GRK 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS CG 211,Intermediate Modern Greek 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS CL 111,Latin 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS CL 111S,Latin 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS CL 161,Greek 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CAS CL 161S,Greek 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CAS CL 162,Greek 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CAS EN 393,Technoculture and Horizons of Gender and Race,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CAS EN 538,Teaching American Literature,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS HI 392,"Israel: History, Politics, Culture, Identity",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
CAS IR 558,Mapping Dangerous Online Speech,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
CAS JS 285,"Israel: History, Politics, Culture, Identity",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
CAS LC 111,First-Semester Chinese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LC 111E,First-Semester Chinese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LC 111S,First-Semester Chinese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LC 112,Second-Semester Chinese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LC 112E,Second-Semester Chinese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LC 112S,Second Semester Chinese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LC 116,Chinese Reading and Writing 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LC 211,Third-Semester Chinese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LC 211E,Third-Semester Chinese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LC 211S,Third-Semester Chinese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 111,Amharic 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 111E,AFRICAN LANG 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 111S,Amharic 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 112,Amharic 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 112E,AFRICAN LANG 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 112S,Amharic 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 115,Zulu 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 115S,Zulu 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 116,Zulu 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 116S,Zulu 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 119,Igbo 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 119E,AFRICAN LANG 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 119S,Igbo 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 120,Igbo 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 120E,AFRICAN LANG 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 120S,Igbo 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 211,Amharic 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 211E,Third Semester Study of an African Language,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 211S,AMHARIC 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 215,Zulu 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LD 219,Igbo 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LE 111,Swahili 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LE 111E,First-Semester Swahili,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LE 112,Swahili 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LE 211,Swahili 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LE 211E,Third-Semester Swahili,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 111,First-Semester French,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 111E,First-Semester French,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 111S,First-Semester French,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 112,Second-Semester French,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 112E,Second-Semester French,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 112S,Second-Semester French,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 113,Intensive Beginning French,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 113E,Intensive Beginning French,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 211,Third-Semester French,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 211E,3RD SEM FRENCH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LF 211S,Third-Semester French,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LG 111,First-Semester German,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LG 111S,First-Semester German,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LG 112,Second-Semester German,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LG 112S,Second-Semester German,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LG 211,Third-Semester German,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LG 211S,Third-Semester German,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LG 310,German Translation and Interpretation,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
CAS LH 111,Fundamentals of Modern Hebrew 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LH 111S,First-Semester Hebrew,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LH 112,Fundamentals of Modern Hebrew 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LH 112S,Modern Hebrew 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LH 139,Intensive First-Year Hebrew,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LH 211,Intermediate Modern Hebrew 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LH 211S,Intermediate Modern Hebrew 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LH 284,"Israel: History, Politics, Culture, Identity (taught in English)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
CAS LI 111,First-Semester Italian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LI 111E,First-Semester Italian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LI 111S,First-Semester Italian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LI 112,Second-Semester Italian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LI 112E,Second-Semester Italian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LI 112S,Second-Semester Italian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LI 130E,Introduction to Italian Language and Culture,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LI 211,Third-Semester Italian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LI 211E,3RD SEM ITALIAN,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LI 211S,Third-Semester Italian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LJ 111,First-Semester Japanese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LJ 111S,First-Semester Japanese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LJ 112,Second-Semester Japanese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LJ 112S,Second-Semester Japanese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LJ 211,Third-Semester Japanese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LJ 211S,Third-Semester Japanese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LJ 303,Third-Year Modern Japanese I,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CAS LK 111,First-Semester Korean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LK 111S,First-Semester Korean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LK 112,Second-Semester Korean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LK 112S,Second-Semester Korean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LK 116,First Year Korean for Heritage Speakers,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LK 211,Third-Semester Korean,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LM 111,First-Semester isiXhosa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LM 112,Second-Semester isiXhosa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LM 211,Third-Semester isiXhosa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LN 111,First-Semester Hindi-Urdu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LN 112,Second-Semester Hindi-Urdu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LN 211,Third-Semester Hindi-Urdu,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LP 111,First-Semester Portuguese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LP 111S,First-Semester Portuguese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LP 112,Second-Semester Portuguese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LP 112S,Second-Semester Portuguese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LP 211,Third-Semester Portuguese,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LP 231,Portuguese for Spanish Speakers 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LP 232,Portuguese for Spanish Speakers 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LP 631,Portuguese for Spanish Speakers 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LP 632,Portuguese for Spanish Speakers 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LR 111,First-Year Russian 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LR 111E,First-Year Russian 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LR 111S,First-Year Russian 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LR 112,First-Year Russian 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LR 112S,First-Year Russian 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LR 211,Second-Year Russian 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LR 445,Russian in Boston: Advanced Experiential Russian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS LS 111,First-Semester Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LS 111E,First-Semester Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LS 111S,First-Semester Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LS 112,Second-Semester Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LS 112E,Second-Semester Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LS 112S,Second-Semester Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LS 123,First-Year Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LS 123S,First-Year Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LS 211,Third-Semester Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LS 211E,Third-Semester Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LS 211S,Third-Semester Spanish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LT 111,First-Semester Turkish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LT 111S,First-Semester Turkish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LT 112,Second-Semester Turkish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LT 112S,Second-Semester Turkish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LT 211,Third-Semester Turkish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LT 211S,Third-Semester Turkish,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LW 111,First-Semester Wolof,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LW 111S,First-Semester Wolof,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LW 112,Wolof 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LW 112S,Second-Semester Wolof,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LW 115,Akan Twi 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LW 115S,AKAN TWI 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LW 116,Akan Twi 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LW 116S,AKAN TWI 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LW 211,Wolof 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LW 215,Akan Twi 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 111,Elementary Modern Arabic 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 111E,Elementary Modern Arabic I,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 111S,Elementary Modern Arabic 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 112,Elementary Modern Arabic 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 112E,Elementary Modern Arabic 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 112S,Elementary Modern Arabic 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 139,Intensive First-year Arabic for Heritage Learners,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 211,Second-Year Modern Arabic 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 211E,Second-Year Modern Arabic 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 211S,Second-Year Modern Arabic 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LY 214,Levantine Colloquial Arabic 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CAS LY 572,Arabic Translation and Interpreting,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
CAS LZ 111,First-Semester Modern Persian (Farsi),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LZ 111S,First-Semester Modern Persian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LZ 112,Second-Semester Modern Persian (Farsi),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LZ 112S,Second-Semester Modern Persian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LZ 211,Third-Semester Modern Persian (Farsi),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS LZ 211S,Third-Semester Modern Persian,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS PO 323,Local Policy Analysis Lab,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CAS PO 517,Urban Politics and Policy,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
CAS PO 519,Inequality and American Politics,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
CAS PO 523,Infrastructure and Land Use Politics,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
CAS PO 524,Local Policy Analysis Lab,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CAS RN 427,Topics in American Religion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
CAS RN 727,Topics in American Religion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
CAS RN 735,"Women, Gender, and Islam",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
CAS SO 317,Gender and Crime,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CAS SO 317S,GENDER & CRIME,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CAS SO 425,Seminar: Sex and the City,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS WR 111,Academic Writing for ELL Students,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS WR 111S,Academic Writing for ELL Students,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS WR 320,Community Writing,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
CAS WR 599,Tutoring in the Global University,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS WS 200,Thinking Queerly: An Introduction to LGBTQ Studies,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CAS WS 200S,Thinking Queerly: An Introduction to LGBTQ Studies,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CAS WS 201,Introduction to Trans Studies,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
CAS WS 317,Gender and Crime,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CAS WS 317S,GENDER & CRIME,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CAS WS 393,Technoculture and Horizons of Gender and Race,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CAS WS 400,Gender and Healthcare,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CAS WS 400S,Gender & Healthcare,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
CAS WS 425,Sex and the City,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAS WS 445,"Women, Gender, and Islam",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
CAS WS 617,Gender and Crime,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
CAS WS 635,"Women, Gender, and Islam",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
CFA FA 550,Arts Internship,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
CFA ME 306,Elementary General Music Methods,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CFA ME 377S,"Arts Engagement as Active Hope: Attuning, Reflecting, and Writing Our Way Towards a Sustain Future",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
CFA ME 505,Elementary General Music Methods,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CFA ME 506,Elementary General Music Methods,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CFA TH 171,Language & Craft of Theatre 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CFA TH 402S,INDEPEN STUDY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
CFA TH 406,Contemporary Theatre,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
CFA TH 430,Professional Theatre Initiative Lab,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CFA TH 626,Contemporary Theatre,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
COM JO 210,Reporting in Depth,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
COM JO 210E,Reporting in Depth,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
COM JO 210S,Reporting in Depth,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
COM JO 519,Narrative Radio,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
ENG EK 490E,INTERNSHIP/DRES,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HUB FY 101,Cocurricular: The First Year Experience,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HUB SA 230,The Individual in Community with Study Abroad,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HUB SA 330E,SA INTERNSHIP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
KHC AN 104,Wildlife Conservation,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
KHC RH 105,The Lived City,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
QST MO 460,The Leadership Challenge,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
SAR HS 332,"Analyzing Bias and Discrimination in Medicine, Health, & Science",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SAR HS 400,Gender and Healthcare,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SAR HS 400S,Gender and Healthcare,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SAR HS 410,Field Experience: Human Physiology,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SAR HS 410E,FLD EXP HUM PHY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SAR HS 410S,Field Experience: Human Physiology,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
